診所名稱,搜尋行政區,診所類別,營業狀態,地址,電話,資料更新時間
蘿琳/熱臘美肌除毛/半永久霧唇/美睫/全身指壓按摩/身體精油SPA/臉部撥筋護理/印地安香薰耳燭,台中市后里區,美學,休息中/未營業,三豐路三段778號已打烊,,2026-09-10 05:27
叢生JUNGLE｜后里霧眉｜后里紋髮SMP｜后里修眉,台中市后里區,美學,營業中,成功路105巷9號營業中,,2026-09-10 05:27
宥羚美容芳香舒壓工作室,台中市后里區,肌膚管理,營業中,甲后路一段261巷38弄118弄12號營業中,,2026-09-10 05:27
詩薇雅_后里美容美體-護膚、臉部舒壓、頭部淨化、SPA、體雕,台中市后里區,肌膚管理,營業中,三豐路三段1068號營業中,,2026-09-10 05:27
荳荳美容坊,台中市后里區,肌膚管理,營業中,中興街152號營業中,,2026-09-10 05:27
VIN唯恩肌膚管理中心 Beauty店,台中市后里區,肌膚管理,營業中,后庄路119號營業中,,2026-09-10 05:27
ÜMOR優沐美學｜豐原美容｜韓式肌膚管理・問題性肌膚・手清粉刺,台中市后里區,肌膚管理,營業中,瑞興路48號1樓營業中,,2026-09-10 05:27
佳音診所,台中市后里區,皮膚科,休息中/未營業,甲后路一段400號已打烊,04 2557 3268,2026-09-10 05:27
資生診所,台中市后里區,皮膚科,休息中/未營業,四村路61號已打烊,04 2556 2059,2026-09-10 05:27
后安診所,台中市后里區,皮膚科,休息中/未營業,甲后路一段315號已打烊,04 2558 7800,2026-09-10 05:27
國泰診所,台中市后里區,皮膚科,休息中/未營業,甲后路一段255號已打烊,04 2557 7378,2026-09-10 05:27
后里張婦產外科診所,台中市后里區,皮膚科,休息中/未營業,甲后路一段531號已打烊,04 2556 0555,2026-09-10 05:27
望晴診所,台中市后里區,皮膚科,休息中/未營業,甲后路一段813號已打烊,04 2558 5284,2026-09-10 05:27
生和診所,台中市后里區,皮膚科,休息中/未營業,甲后路一段489號已打烊,04 2556 2163,2026-09-10 05:27
后豐診所糖尿病附設洗腎中心,台中市后里區,皮膚科,休息中/未營業,三豐路四段61號已打烊,04 2558 5358,2026-09-10 05:27
嘉家診所,台中市后里區,皮膚科,休息中/未營業,民生路82號已打烊,04 2557 2687,2026-09-10 05:27
易生診所,台中市后里區,皮膚科,休息中/未營業,三光路81號已打烊,04 2557 2957,2026-09-10 05:27
后里區衛生所,台中市后里區,皮膚科,營業中,公安路86號營業中,04 2556 2048,2026-09-10 05:27
和康聯合診所,台中市后里區,診所,休息中/未營業,福音路26號已打烊,04 2558 0782,2026-09-10 05:27
蕭天讚小兒科診所,台中市后里區,診所,休息中/未營業,甲后路一段589號已打烊,04 2558 4352,2026-09-10 05:27
健安內科診所洗腎中心,台中市后里區,診所,營業中,甲后路一段363號營業中,04 2558 6398,2026-09-10 05:27
鄭文瑞婦產科診所,台中市后里區,泌尿科,休息中/未營業,文明路190號已打烊,04 2558 7722,2026-09-10 05:27
裕昌國術館,台中市后里區,骨科,休息中/未營業,福音路60巷3號已打烊,04 2559 1087,2026-09-10 05:27
慈恩傷科整脊館,台中市后里區,骨科,休息中/未營業,甲后路140號已打烊,04 2558 9020,2026-09-10 05:27
陳醫事病理檢驗所,台中市后里區,骨科,休息中/未營業,甲后路一段331巷7號已打烊,04 2556 9898,2026-09-10 05:27
日新推拿館,台中市后里區,骨科,休息中/未營業,成功路347號已打烊,04 2557 4551,2026-09-10 05:27
彤芯精油溫感刮痧SPA館(后里店）,台中市后里區,醫學美容,營業中,民生路67號營業中,,2026-09-10 05:27
萊可美學診所 - 公益館,台中市后里區,醫學美容,營業中,公益路二段757號4-5樓營業中,,2026-09-10 05:27
歐梵美甲-台中后里店/美甲/美睫/霧眉/熱蠟除毛/美容/美體/艾草溫罐,台中市后里區,美容,營業中,南村路333巷42-3號營業中,,2026-09-10 05:27
詩威特國際美容后里三豐店,台中市后里區,美容,營業中,三豐路三段1116號營業中,,2026-09-10 05:27
莫云澗足體養生會館后里店,台中市后里區,美容,營業中,成功路8號營業中,,2026-09-10 05:27
彩雅男女健康養生館-指壓-油壓-刮痧-滑罐-拔罐,台中市后里區,美容,營業中,成功路52-1號營業中,,2026-09-10 05:27
后里美甲 onisnail studio,台中市后里區,美容,營業中,中山路82號2樓營業中,,2026-09-10 05:27
峨嵋身心靈工作坊,台中市后里區,美容,營業中,復興街45號營業中,,2026-09-10 05:27
雅鈴挽臉,台中市后里區,美容,營業中,大興路34號營業中,,2026-09-10 05:27
屈臣氏Watsons 后里門市,台中市后里區,皮膚管理,營業中,甲后路一段447號營業中,04 2558 8013,2026-09-10 05:27
泉興中西大藥局,台中市后里區,皮膚管理,營業中,甲后路一段598號營業中,04 2556 1017,2026-09-10 05:27
寶雅 台中后里店,台中市后里區,皮膚管理,營業中,甲后路一段567號營業中,04 2558 6262,2026-09-10 05:27
東勢醫達人診所,台中市東勢區,醫美,休息中/未營業,東坑路285號已打烊,04 2588 8585,2026-09-10 05:27
研華皮膚專科診所,台中市東勢區,醫美,休息中/未營業,豐勢路406號已打烊,04 2577 2033,2026-09-10 05:27
東豐診所-東勢區,台中市東勢區,醫美,營業中,豐勢路318號3樓營業中,04 2577 0032,2026-09-10 05:27
陳瑞明診所,台中市東勢區,醫美,休息中/未營業,豐勢路548號已打烊,04 2588 8355,2026-09-10 05:27
梁外科診所,台中市東勢區,醫美,營業中,豐勢路611之1號營業中,04 2587 2053,2026-09-10 05:27
雅之診所,台中市東勢區,醫美,未知,豐勢路469號04 2588 6877,,2026-09-10 05:27
山城診所,台中市東勢區,醫美,休息中/未營業,中山路88號1樓已打烊,04 2588 5155,2026-09-10 05:27
東勢朱永泰診所,台中市東勢區,醫美,休息中/未營業,豐勢路172號已打烊,04 2587 1700,2026-09-10 05:27
奇美眼鏡行,台中市東勢區,醫美,營業中,豐勢路270號屈臣氏旁營業中,04 2577 2777,2026-09-10 05:27
佶園吉利外科診所,台中市東勢區,醫美,休息中/未營業,豐勢路398號已打烊,04 2577 0000,2026-09-10 05:27
林錦芳診所,台中市東勢區,醫美,休息中/未營業,豐勢路283號已打烊,04 2577 1838,2026-09-10 05:27
一民診所,台中市東勢區,醫美,休息中/未營業,三民街48號已打烊,04 2587 5170,2026-09-10 05:27
東勢張診所,台中市東勢區,醫美,休息中/未營業,豐勢路542號已打烊,04 2587 6662,2026-09-10 05:27
蘿絲Spa美妍生活館,台中市東勢區,醫美,營業中,中山路47號營業中,04 2577 1858,2026-09-10 05:27
東森REGAL CLUB & SPA 台中豐洋百貨豐原店(原NB東森自然美),台中市東勢區,醫美,營業中,復興路2號台中豐原太平洋SOGO百貨4樓營業中,04 2522 0180,2026-09-10 05:27
康是美 東勢門市,台中市東勢區,醫美,營業中,豐勢路391號營業中,04 2577 2457,2026-09-10 05:27
維恩耳鼻喉科診所,台中市東勢區,醫美,休息中/未營業,豐勢路372號已打烊,04 2588 5413,2026-09-10 05:27
建康耳鼻喉科診所,台中市東勢區,醫美,休息中/未營業,豐勢路504號已打烊,04 2587 9780,2026-09-10 05:27
My Way Nail 甲硏所.豐原美甲.豐原美睫.豐原美容美體.豐原磨足底皮.手足保養.手足SPA深層保養.熱蠟除毛.台中美甲.東勢美甲.新社美甲.台中美容.台中除毛.東勢除毛.新社除毛.豐原廟東,台中市東勢區,醫美,營業中,瑞興路48號營業中,0958 370 162,2026-09-10 05:27
慶恩內皮膚科診所,台中市東勢區,醫美,休息中/未營業,豐勢路417號已打烊,04 2587 9589,2026-09-10 05:27
蒲公英美學 🔥 手足美甲、采耳,台中市東勢區,美學,營業中,新盛十二街69巷56號營業中,,2026-09-10 05:27
彤妍美學沙龍（東勢工作室）,台中市東勢區,美學,營業中,文新二街33號營業中,,2026-09-10 05:27
小梅美學工作室,台中市東勢區,美學,營業中,三民街21號營業中,,2026-09-10 05:27
能量美體美學julie 工作坊,台中市東勢區,美學,營業中,第三橫街81號2樓營業中,,2026-09-10 05:27
貳室美學｜美甲ｘ美睫ｘ穿戴甲．質感專門,台中市東勢區,美學,營業中,東崎路五段482號營業中,,2026-09-10 05:27
Sharon 莎蘿時尚美學「專業光固美睫/極致妝感柔霧眉/夢幻輕奢美唇/隱形美瞳眼線/技術教學」,台中市東勢區,美學,營業中,文化街92號營業中,,2026-09-10 05:27
Yuna尤娜 美學,台中市東勢區,美學,營業中,東關路七段23號營業中,,2026-09-10 05:27
天天哈娜美學工作室│妝感霧眉 ▪️ 飄眉│東勢霧眉,台中市東勢區,美學,未知,豐勢路614號24 小時營業,,2026-09-10 05:27
香媞美學眉睫藝術會館,台中市東勢區,美學,營業中,第五橫街60號營業中,,2026-09-10 05:27
東森自然美 東勢豐勢店,台中市東勢區,美學,未知,豐勢路229號,,2026-09-10 05:27
OceanBeauty海洋美學,台中市東勢區,美學,未知,新盛街372號,,2026-09-10 05:27
時尚美美顏工作室,台中市東勢區,美學,營業中,豐勢路287號營業中,,2026-09-10 05:27
韻佳美學,台中市東勢區,美學,休息中/未營業,豐勢路梅子巷37之5號已打烊,,2026-09-10 05:27
馨肌美人工作坊,台中市東勢區,美學,營業中,東關路六段1077號營業中,,2026-09-10 05:27
佐登妮絲專業SPA_東勢豐勢店,台中市東勢區,肌膚管理,營業中,豐勢路278號營業中,,2026-09-10 05:27
詩威特國際美容東勢豐勢店,台中市東勢區,肌膚管理,營業中,豐勢路306號營業中,,2026-09-10 05:27
新社 Teresa 泰瑞莎美學院－皮膚管理/熱蠟除毛/美胸按摩/乙鈦深層排酸管理/精油舒壓管理/孕婦按摩/產後泌乳疏通,台中市東勢區,肌膚管理,營業中,中和街四段101號營業中,,2026-09-10 05:27
Lu Vaii露琺意-豐原店,台中市東勢區,肌膚管理,營業中,信義街146號營業中,,2026-09-10 05:27
維仁診所,台中市東勢區,整形外科,營業中,中新街1號營業中,04 2588 7799,2026-09-10 05:27
東福診所,台中市東勢區,整形外科,營業中,豐勢路510號2-3樓營業中,04 2588 1231,2026-09-10 05:27
外科系,台中市東勢區,整形外科,未知,台中市東勢區,,2026-09-10 05:27
建民聯合診所,台中市東勢區,整形外科,未知,豐勢路262號04 2587 3995,,2026-09-10 05:27
一般內科,台中市東勢區,整形外科,未知,台中市東勢區,,2026-09-10 05:27
東勢協和聯合診所,台中市東勢區,診所,休息中/未營業,豐勢路318號已打烊,04 2587 2113,2026-09-10 05:27
長頸鹿小兒科診所,台中市東勢區,診所,休息中/未營業,豐勢路418號已打烊,04 2577 1809,2026-09-10 05:27
東勢區衛生所,台中市東勢區,診所,營業中,豐勢路490號營業中,04 2587 3872,2026-09-10 05:27
湯瑪仕小兒科診所,台中市東勢區,診所,休息中/未營業,豐勢路445號已打烊,04 2577 2366,2026-09-10 05:27
農安診所,台中市東勢區,診所,營業中,豐勢路297號6 樓營業中,04 2588 0201,2026-09-10 05:27
張德旺耳鼻喉科診所,台中市東勢區,診所,休息中/未營業,豐勢路559號已打烊,04 2587 2206,2026-09-10 05:27
元和診所,台中市東勢區,診所,未知,豐勢路318號,,2026-09-10 05:27
東勢區農會附設農民醫院,台中市東勢區,診所,未知,豐勢路297號24 小時營業,04 2577 1919,2026-09-10 05:27
岡林診所,台中市東勢區,診所,未知,豐勢路283號,,2026-09-10 05:27
東勢大學眼科診所,台中市東勢區,診所,休息中/未營業,豐勢路354號已打烊,04 2577 4471,2026-09-10 05:27
小兒科,台中市東勢區,診所,未知,台中市東勢區,,2026-09-10 05:27
林眼科診所,台中市東勢區,診所,休息中/未營業,豐勢路326號已打烊,04 2588 4055,2026-09-10 05:27
張威儀診所,台中市東勢區,泌尿科,休息中/未營業,中興路63號已打烊,04 2529 3058,2026-09-10 05:27
潘耳鼻喉科診所,台中市東勢區,泌尿科,休息中/未營業,豐勢路496號已打烊,04 2588 0587,2026-09-10 05:27
衛生福利部豐原醫院,台中市東勢區,泌尿科,未知,安康路100號24 小時營業,04 2527 1180,2026-09-10 05:27
智聖診所｜豐原痔瘡職人店｜大腸直腸外科｜消化外科｜雷射痔瘡手術｜微創痔瘡手術｜內視鏡減重｜舒眠腸胃鏡｜胃肉毒減重｜無痛腸胃鏡｜外傷專科｜瘻管肛裂血便,台中市東勢區,泌尿科,休息中/未營業,三民路65號6樓已打烊,04 2515 0200,2026-09-10 05:27
林新診所,台中市東勢區,泌尿科,未知,興社街四段73之1號04 2581 1266,,2026-09-10 05:27
慶安診所,台中市東勢區,泌尿科,休息中/未營業,樹孝路330號已打烊,04 2391 9803,2026-09-10 05:27
忻育物理治療所,台中市東勢區,骨科,營業中,豐勢路396號1樓營業中,0908 631 282,2026-09-10 05:27
東勢蔡外科診所,台中市東勢區,骨科,未知,豐勢路510號暫時關閉,04 2588 6596,2026-09-10 05:27
仁合婦產科診所,台中市東勢區,婦產科,休息中/未營業,中山路56號1樓已打烊,04 2588 7589,2026-09-10 05:27
臺中市東勢婦女及新住民培力中心。,台中市東勢區,婦產科,營業中,東關路七段366號1樓營業中,04 2577 2899,2026-09-10 05:27
新惠生醫院 - 婦產科｜產檢｜婦科｜乳房外科｜小兒心臟科,台中市東勢區,婦產科,休息中/未營業,圓環北路一段319號已打烊,04 2522 8792,2026-09-10 05:27
平平安安醫療器材行東勢店,台中市東勢區,醫學美容,營業中,豐勢路367號營業中,,2026-09-10 05:27
荷漾芳療經絡按摩 • 心靈會客室,台中市東勢區,醫學美容,營業中,正五街12號營業中,0933 558 104,2026-09-10 05:27
梵堤美容技術中心,台中市東勢區,醫學美容,營業中,東關路七段592號營業中,0933 197 989,2026-09-10 05:27
杏一醫療用品東勢農醫店,台中市東勢區,醫學美容,營業中,忠孝街18號營業中,04 2577 2555,2026-09-10 05:27
資生堂國際櫃（增興百貨）碧麗妃特約店－東勢美妍中心（國旅卡特約店）,台中市東勢區,醫學美容,營業中,豐勢路369號營業中,04 2587 2348,2026-09-10 05:27
佑春醫療器材行,台中市東勢區,醫學美容,營業中,第一橫街65號營業中,04 2588 3768,2026-09-10 05:27
臻麗美髮沙龍,台中市東勢區,美容,營業中,"63號, 中山路營業中",,2026-09-10 05:27
東勢 薇蓉藝術髮典,台中市東勢區,美容,營業中,豐勢路505號營業中,,2026-09-10 05:27
AR Hair,台中市東勢區,美容,營業中,"號 No, No. 23忠孝街營業中",,2026-09-10 05:27
晴誼采耳·艾草溫罐工作室,台中市東勢區,美容,營業中,三民街88號營業中,,2026-09-10 05:27
花緹生技美容中心 如鈺會館台中市東勢區東蘭路78-20,台中市東勢區,美容,營業中,"東蘭路78-20號花緹, 生技美容中心如鈺會館No營業中",,2026-09-10 05:27
✨🌸🌸宸朵美甲🌸🌸✨,台中市東勢區,美容,營業中,豐勢路200號營業中,,2026-09-10 05:27
沐序工作室,台中市東勢區,美容,營業中,上城街338號即將打烊：14:00,,2026-09-10 05:27
Mai Spa香氛美療,台中市東勢區,美容,營業中,豐勢路梅子巷42號營業中,,2026-09-10 05:27
WISH日屋髮廊(東勢店),台中市東勢區,美容,未知,豐勢路365號,,2026-09-10 05:27
Bosz肌肉放鬆工作室《觀雲堂養生空間》,台中市東勢區,美容,營業中,東關路六段329號營業中,,2026-09-10 05:27
SJ詩潔髮型店,台中市東勢區,美容,營業中,東關路七段548號營業中,,2026-09-10 05:27
皮膚管理保養專家,台中市東勢區,皮膚管理,未知,中正路151號,,2026-09-10 05:27
屈臣氏 東勢門市,台中市東勢區,皮膚管理,營業中,豐勢路264號營業中,04 2587 4674,2026-09-10 05:27
e美妍 x 皮膚管理美學,台中市東勢區,皮膚管理,營業中,福科路330號營業中,04 2463 7885,2026-09-10 05:27
靚寶皮膚管理中心(科學美容|光電美學|清粉刺| 痘痘| 亮白 |術後保養| 水飛梭| 采耳| 熱蠟| 美體spa| 台中做臉推薦| 沙鹿做臉推薦|梧棲做臉推薦|龍井做臉推薦|清水做臉推薦|液態飛梭|按摩 ),台中市東勢區,皮膚管理,休息中/未營業,光大路270號已打烊,0907 074 007,2026-09-10 05:27
非凡美學診所 鹿港店,彰化縣鹿港鎮,醫美,營業中,"5 號 No. 242, 中正路營業中",,2026-09-10 05:27
樺漾薇醫診所,彰化縣鹿港鎮,醫美,營業中,正興路70號營業中,,2026-09-10 05:27
采風醫美-鹿基美容中心,彰化縣鹿港鎮,醫美,營業中,安福街45號營業中,,2026-09-10 05:27
美媜美容spa館,彰化縣鹿港鎮,醫美,未知,鹿和路四段17號,,2026-09-10 05:27
洗臉貓 鹿港 中山店,彰化縣鹿港鎮,醫美,營業中,中山路5-1號1樓營業中,,2026-09-10 05:27
星悅藝美皮膚管理中心,彰化縣鹿港鎮,醫美,未知,鹿草路二段281巷25號,,2026-09-10 05:27
京采皮膚專科診所,彰化縣鹿港鎮,醫美,休息中/未營業,復興路110號已打烊,,2026-09-10 05:27
